module	genome_name	db_name	module_name	module_class	module_category	module_subcategory	module_definition	stepwise_module_completeness	stepwise_module_is_complete	pathwise_module_completeness	pathwise_module_is_complete	proportion_unique_enzymes_present	enzymes_unique_to_module	unique_enzymes_hit_counts	enzyme_hits_in_module	gene_caller_ids_in_module	warnings
M00098	sticta_Ascomycota	sticta_Ascomycota	Acylglycerol degradation	Pathway modules	Lipid metabolism	Lipid metabolism	"(K01046,K12298,K16816,K13534,K14073,K14074,K14075,K14076,K22283,K14452,K22284,K14674,K14675,K17900) (K01054,K25824)"	0.5	False	0.5	False	1.0	K01046	1	K01046	20873	None
M00091	sticta_Ascomycota	sticta_Ascomycota	Phosphatidylcholine (PC) biosynthesis, PE => PC	Pathway modules	Lipid metabolism	Lipid metabolism	"K00551,(K16369 K00550),K00570"	1.0	True	1.0	True	1.0	K00551,K16369	1,1	K00551,K16369	25252,35426	None
M00093	sticta_Ascomycota	sticta_Ascomycota	Phosphatidylethanolamine (PE) biosynthesis, PA => PS => PE	Pathway modules	Lipid metabolism	Lipid metabolism	"K00981 (K00998,K17103) K01613"	0.3333333333333333	False	0.3333333333333333	False	1.0	K01613	5	K01613,K01613,K01613,K01613,K01613	1756,16256,16255,27156,3652	None
M00066	sticta_Ascomycota	sticta_Ascomycota	Lactosylceramide biosynthesis	Pathway modules	Lipid metabolism	Lipid metabolism	"K00720 (K07553,K09905)"	0.5	False	0.5	False	1.0	K00720	1	K00720	26762	None
M00113	sticta_Ascomycota	sticta_Ascomycota	Jasmonic acid biosynthesis	Pathway modules	Lipid metabolism	Lipid metabolism	"K00454 K01723 K10525 K05894 K10526 K00232 K10527 K07513 --"	0.1111111111111111	False	0.1111111111111111	False	NA	No enzymes unique to module	NA	K00232	14466	'--' steps are assumed incomplete,K00232 is present in multiple modules: M00013/M00087/M00861/M00113
M00958	sticta_Ascomycota	sticta_Ascomycota	Adenine ribonucleotide degradation, AMP => Urate	Pathway modules	Nucleotide metabolism	Purine metabolism	"((K01490 (K01081,K19970,K03787,K18550)),((K01081,K19970,K11751,K03787,K02566,K08693) (K01488,K19572,K05810))) (K03783,K03784,K09913,K05810) (K00106,K00087+K13479+K13480,K13481+K13482,K11177+K11178+K13483)"	0.0	False	0.25	False	1.0	K01490	2	K01490,K01490	11647,11646	None
M00052	sticta_Ascomycota	sticta_Ascomycota	Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP	Pathway modules	Nucleotide metabolism	Pyrimidine metabolism	"(K13800,K13809,K09903) (K00940,K18533) K01937"	0.3333333333333333	False	0.3333333333333333	False	1.0	K01937	2	K01937,K01937	22382,22384	None
M00938	sticta_Ascomycota	sticta_Ascomycota	Pyrimidine deoxyribonucleotide biosynthesis, UDP => dTTP	Pathway modules	Nucleotide metabolism	Pyrimidine metabolism	"(K00525+K00526,K10807+K10808) (K00940,K18533) K01520 (K00560,K13998,K03465) K00943"	0.2	False	0.2	False	1.0	K01520	1	K01520	14693	None
M00621	sticta_Ascomycota	sticta_Ascomycota	Glycine cleavage system	Pathway modules	Amino acid metabolism	Serine and threonine metabolism	"(K00281,K00282+K00283) K00605 K00382"	0.3333333333333333	False	0.3333333333333333	False	NA	No enzymes unique to module	NA	K00281	34139	K00281 is present in multiple modules: M00532/M00621
M00609	sticta_Ascomycota	sticta_Ascomycota	Cysteine biosynthesis, methionine => cysteine	Pathway modules	Amino acid metabolism	Cysteine and methionine metabolism	"K00789 K17462 K01243 K07173 K17216 K17217"	0.16666666666666666	False	0.16666666666666666	False	NA	No enzymes unique to module	NA	K00789,K00789,K00789	23103,23105,23104	K00789 is present in multiple modules: M00609/M00034/M00035/M00368/M00953
M00017	sticta_Ascomycota	sticta_Ascomycota	Methionine biosynthesis, aspartate => homoserine => methionine	Pathway modules	Amino acid metabolism	Cysteine and methionine metabolism	"(K00928,K12524,K12525) K00133 (K00003,K12524,K12525) (K00651,K00641) K01739 (K01760,K14155) (K00548,K24042,K00549)"	0.2857142857142857	False	0.2857142857142857	False	1.0	K00549,K00641	1,2	K00549,K00641,K00641	24587,18423,18424	None
M00034	sticta_Ascomycota	sticta_Ascomycota	Methionine salvage pathway	Pathway modules	Amino acid metabolism	Cysteine and methionine metabolism	"K00789 K01611 K00797 ((K01243,K01244) K00899,(K00772,K05810)) K08963 (K16054,K08964 (K09880,K08965 K08966)) K08967 (K00815,K08969,K23977,K00832,K00838)"	0.5	False	0.5555555555555556	False	1.0	K08963,K08964	1,1	K00789,K00789,K00789,K00797,K00797,K01611,K08963,K08964	23103,23105,23104,1855,1854,21446,11319,29598	K00797 is present in multiple modules: M00034/M00133,K00789 is present in multiple modules: M00609/M00034/M00035/M00368/M00953,K01611 is present in multiple modules: M00034/M00133
M00035	sticta_Ascomycota	sticta_Ascomycota	Methionine degradation	Pathway modules	Amino acid metabolism	Cysteine and methionine metabolism	"K00789 (K00552,K00558,K17398,K17399) K01251 (K01697,K10150)"	0.5	False	0.5	False	1.0	K01251	2	K00789,K00789,K00789,K01251,K01251	23103,23105,23104,14786,14787	K00789 is present in multiple modules: M00609/M00034/M00035/M00368/M00953
M00368	sticta_Ascomycota	sticta_Ascomycota	Ethylene biosynthesis, methionine => ethylene	Pathway modules	Amino acid metabolism	Cysteine and methionine metabolism	"K00789 (K01762,K20772) K05933"	0.3333333333333333	False	0.3333333333333333	False	NA	No enzymes unique to module	NA	K00789,K00789,K00789	23103,23105,23104	K00789 is present in multiple modules: M00609/M00034/M00035/M00368/M00953
M00015	sticta_Ascomycota	sticta_Ascomycota	Proline biosynthesis, glutamate => proline	Pathway modules	Amino acid metabolism	Arginine and proline metabolism	"((K00931 K00147),K12657) K00286"	0.5	False	0.5	False	NA	No enzymes unique to module	NA	K00286	5189	K00286 is present in multiple modules: M00015/M00972
M00972	sticta_Ascomycota	sticta_Ascomycota	Proline metabolism	Pathway modules	Amino acid metabolism	Arginine and proline metabolism	"K00819 K00286 K00318"	0.3333333333333333	False	0.3333333333333333	False	NA	No enzymes unique to module	NA	K00286	5189	K00286 is present in multiple modules: M00015/M00972
M00133	sticta_Ascomycota	sticta_Ascomycota	Polyamine biosynthesis, arginine => agmatine => putrescine => spermidine	Pathway modules	Amino acid metabolism	Polyamine biosynthesis	"(K01583,K01584,K01585,K02626) K01480 K01611 K00797"	0.5	False	0.5	False	NA	No enzymes unique to module	NA	K00797,K00797,K01611	1855,1854,21446	K00797 is present in multiple modules: M00034/M00133,K01611 is present in multiple modules: M00034/M00133
M00026	sticta_Ascomycota	sticta_Ascomycota	Histidine biosynthesis, PRPP => histidine	Pathway modules	Amino acid metabolism	Histidine metabolism	"(K00765-K02502) (K01523 K01496,K11755,K14152) (K01814,K24017) (K02501+K02500,K01663) ((K01693 K00817 (K04486,K05602,K18649)),(K01089 K00817)) (K00013,K14152)"	0.16666666666666666	False	0.14285714285714285	False	1.0	K00765	1	K00765	12065	None
M00022	sticta_Ascomycota	sticta_Ascomycota	Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate	Pathway modules	Amino acid metabolism	Aromatic amino acid metabolism	"(K01626,K03856,K13853) (((K01735,K13829) ((K03785,K03786) K00014,K13832)),K13830) ((K00891,K13829) (K00800,K24018),K13830) K01736"	0.25	False	0.25	False	1.0	K01626	5	K01626,K01626,K01626,K01626,K01626	12094,17283,17284,26344,30204	None
M00023	sticta_Ascomycota	sticta_Ascomycota	Tryptophan biosynthesis, chorismate => tryptophan	Pathway modules	Amino acid metabolism	Aromatic amino acid metabolism	"(((K01657+K01658,K13503,K13501,K01656) K00766),K13497) (((K01817,K24017) (K01656,K01609)),K13498,K13501) (K01695+(K01696,K06001),K01694)"	0.0	False	0.375	False	1.0	K01695,K01817	1,1	K01695,K01817	32016,2573	None
M00038	sticta_Ascomycota	sticta_Ascomycota	Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate	Pathway modules	Amino acid metabolism	Aromatic amino acid metabolism	"(K00453,K00463) (K01432,K14263,K07130) K00486 K01556 K00452 K03392 (K10217,K23234)"	0.14285714285714285	False	0.14285714285714285	False	NA	No enzymes unique to module	NA	K00463	29102	K00463 is present in multiple modules: M00038/M00912
M00118	sticta_Ascomycota	sticta_Ascomycota	Glutathione biosynthesis, glutamate => glutathione	Pathway modules	Amino acid metabolism	Other amino acid metabolism	"(K11204+K11205,K01919) (K21456,K01920)"	0.0	False	0.25	False	1.0	K11205	1	K11205	23414	None
M00072	sticta_Ascomycota	sticta_Ascomycota	N-glycosylation by oligosaccharyltransferase	Pathway modules	Glycan metabolism	Glycan biosynthesis	"K07151+K12666+K12667+K12668+K12669+K12670-K00730-K12691"	0.0	False	0.6666666666666666	False	1.0	K07151,K12666,K12668,K12670	2,1,1,1	K07151,K07151,K12666,K12668,K12670	20617,20618,19811,10053,21799	None
M00074	sticta_Ascomycota	sticta_Ascomycota	N-glycan biosynthesis, high-mannose type	Pathway modules	Glycan metabolism	Glycan biosynthesis	"K05546 K23741 K01230 K05528 K05529+K05530 K05529+K05531+K05532+K05533+K05534 K05535"	0.14285714285714285	False	0.17142857142857143	False	1.0	K05528,K05531	2,1	K05528,K05528,K05531	18425,35451,13932	None
M00075	sticta_Ascomycota	sticta_Ascomycota	N-glycan biosynthesis, complex type	Pathway modules	Glycan metabolism	Glycan biosynthesis	"K01231 K00736 K00737 K00738 (K00744,K09661) K13748 K00717 (K07966,K07967,K07968) (K00778,K00779)"	0.1111111111111111	False	0.1111111111111111	False	1.0	K00737	4	K00737,K00737,K00737,K00737	3267,30185,30186,34989	None
M00872	sticta_Ascomycota	sticta_Ascomycota	O-glycan biosynthesis, mannose type (core M3)	Pathway modules	Glycan metabolism	Glycan biosynthesis	"K00728 K18207 K09654 K17547  K21031 K19872 K19873 K21052 K21032 K09668"	0.1	False	0.1	False	1.0	K00728	1	K00728	16813	None
M00065	sticta_Ascomycota	sticta_Ascomycota	GPI-anchor biosynthesis, core oligosaccharide	Pathway modules	Glycan metabolism	Glycan biosynthesis	"(K03857+K03859+K03858+K03861+K03860+(K11001,K11002)-K09658) K03434 K05283 (K05284+K07541) K07542 K05285 K05286 (K05288+K05287) (K05310+K05287)"	0.2222222222222222	False	0.2222222222222222	False	1.0	K05283,K07542	1,2	K05283,K07542,K07542	19234,19877,19878	None
M00079	sticta_Ascomycota	sticta_Ascomycota	Keratan sulfate degradation	Pathway modules	Glycan metabolism	Glycosaminoglycan metabolism	"-- K01132 K12309 K01137 K12373"	0.2	False	0.2	False	1.0	K12373	2	K12373,K12373	34477,11547	'--' steps are assumed incomplete
M00897	sticta_Ascomycota	sticta_Ascomycota	Thiamine biosynthesis, plants, AIR (+ NAD+) => TMP/thiamine/TPP	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K03146 K03147 K14153 K22911 K00949"	0.2	False	0.2	False	NA	No enzymes unique to module	NA	K00949,K00949	26681,26682	K00949 is present in multiple modules: M00897/M00898
M00898	sticta_Ascomycota	sticta_Ascomycota	Thiamine biosynthesis, pyridoxal-5P => TMP/thiamine/TPP	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K03146 K18278 K00877 K14154 -- K00949"	0.16666666666666666	False	0.16666666666666666	False	NA	No enzymes unique to module	NA	K00949,K00949	26681,26682	K00949 is present in multiple modules: M00897/M00898,'--' steps are assumed incomplete
M00899	sticta_Ascomycota	sticta_Ascomycota	Thiamine salvage pathway, HMP/HET => TMP	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K00878 ((K00941 K00788),K14153,K21219)"	0.5	False	0.5	False	1.0	K00878	1	K00878	11521	None
M00125	sticta_Ascomycota	sticta_Ascomycota	Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"(K01497,K14652) (K01498 K00082,K11752) (K22912,K20860,K20861,K20862,K21063,K21064) (K02858,K14652) K00794 K00793 (K20884 K22949,K11753)"	0.14285714285714285	False	0.14285714285714285	False	NA	No enzymes unique to module	NA	K00794,K00794	15596,15595	K00794 is present in multiple modules: M00125/M00911
M00911	sticta_Ascomycota	sticta_Ascomycota	Riboflavin biosynthesis, fungi, GTP => riboflavin/FMN/FAD	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K01497 K14654 K14655 -- K02858 K00794 K00793 K00861 K00953"	0.1111111111111111	False	0.1111111111111111	False	NA	No enzymes unique to module	NA	K00794,K00794	15596,15595	K00794 is present in multiple modules: M00125/M00911,'--' steps are assumed incomplete
M00912	sticta_Ascomycota	sticta_Ascomycota	NAD biosynthesis, tryptophan => quinolinate => NAD	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"(K00453,K00463) (K01432,K14263,K07130) K00486 K01556 K00452 K00767 (K00969,K06210) (K01916,K01950)"	0.125	False	0.125	False	NA	No enzymes unique to module	NA	K00463	29102	K00463 is present in multiple modules: M00038/M00912
M00119	sticta_Ascomycota	sticta_Ascomycota	Pantothenate biosynthesis, valine/L-aspartate => pantothenate	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K00826 K00606 K00077 K01579 (K01918,K13799)"	0.2	False	0.2	False	NA	No enzymes unique to module	NA	K00606	19517	K00606 is present in multiple modules: M00119/M00913/M00914
M00913	sticta_Ascomycota	sticta_Ascomycota	Pantothenate biosynthesis, 2-oxoisovalerate/spermine => pantothenate	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K00606 K00077 K13367 K00128 K01918"	0.2	False	0.2	False	NA	No enzymes unique to module	NA	K00606	19517	K00606 is present in multiple modules: M00119/M00913/M00914
M00120	sticta_Ascomycota	sticta_Ascomycota	Coenzyme A biosynthesis, pantothenate => CoA	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"(K00867,K03525,K01947,K09680) ((K01922,K21977) K01598,K13038) (K02318,(K00954,K02201) K00859)"	0.3333333333333333	False	0.5	False	1.0	K01922,K09680	2,1	K01922,K01922,K09680	9929,9930,31737	None
M00914	sticta_Ascomycota	sticta_Ascomycota	Coenzyme A biosynthesis, archaea, 2-oxoisovalerate => 4-phosphopantoate => CoA	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K00606 K00077 K06982 K09722 K13038 K02201 K09735"	0.14285714285714285	False	0.14285714285714285	False	NA	No enzymes unique to module	NA	K00606	19517	K00606 is present in multiple modules: M00119/M00913/M00914
M00126	sticta_Ascomycota	sticta_Ascomycota	Tetrahydrofolate biosynthesis, GTP => THF	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"(K01495,K09007,K22391) (K01077,K01113,(K08310,K19965)) ((K13939,(K13940,K01633 K00950) K00796),(K01633 K13941)) (K11754,K20457) (K00287,K13998)"	0.4	False	0.4	False	1.0	K01077	1	K01077,K01495,K01495	26530,14068,12764	K01495 is present in multiple modules: M00126/M00841/M00842/M00843
M00841	sticta_Ascomycota	sticta_Ascomycota	Tetrahydrofolate biosynthesis, mediated by PTPS, GTP => THF	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K01495 K22101 K13941 K11754 K13998"	0.2	False	0.2	False	NA	No enzymes unique to module	NA	K01495,K01495	14068,12764	K01495 is present in multiple modules: M00126/M00841/M00842/M00843
M00842	sticta_Ascomycota	sticta_Ascomycota	Tetrahydrobiopterin biosynthesis, GTP => BH4	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K01495 K01737 K00072"	0.3333333333333333	False	0.3333333333333333	False	NA	No enzymes unique to module	NA	K01495,K01495	14068,12764	K01495 is present in multiple modules: M00126/M00841/M00842/M00843
M00843	sticta_Ascomycota	sticta_Ascomycota	L-threo-Tetrahydrobiopterin biosynthesis, GTP => L-threo-BH4	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K01495 K01737 K17745"	0.3333333333333333	False	0.3333333333333333	False	NA	No enzymes unique to module	NA	K01495,K01495	14068,12764	K01495 is present in multiple modules: M00126/M00841/M00842/M00843
M00880	sticta_Ascomycota	sticta_Ascomycota	Molybdenum cofactor biosynthesis, GTP => molybdenum cofactor	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"((K03639 K03637),K20967) (K03635,K21142) (((K03831,K03638) K03750),K15376)"	0.0	False	0.25	False	1.0	K03639	1	K03639	17912	None
M00140	sticta_Ascomycota	sticta_Ascomycota	C1-unit interconversion, prokaryotes	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K00600 (K01491,(K00300 K01500)) K01938"	0.3333333333333333	False	0.3333333333333333	False	NA	No enzymes unique to module	NA	K00600	12184	K00600 is present in multiple modules: M00532/M00346/M00140/M00141
M00141	sticta_Ascomycota	sticta_Ascomycota	C1-unit interconversion, eukaryotes	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K00600 (K00288,(K13403 K13402))"	0.5	False	0.5	False	NA	No enzymes unique to module	NA	K00600	12184	K00600 is present in multiple modules: M00532/M00346/M00140/M00141
M00846	sticta_Ascomycota	sticta_Ascomycota	Siroheme biosynthesis, glutamyl-tRNA => siroheme	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K02492 K01845 K01698 K01749 (K01719,K13542,K13543) (K02302,(K00589,K02303,K02496,K13542,K13543)+(K02304,(K24866+K03794)))"	0.16666666666666666	False	0.16666666666666666	False	NA	No enzymes unique to module	NA	K01698	18886	K01698 is present in multiple modules: M00846/M00868/M00121/M00926
M00868	sticta_Ascomycota	sticta_Ascomycota	Heme biosynthesis, animals and fungi, glycine => heme	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K00643 K01698 K01749 K01719 K01599 K00228 K00231 K01772"	0.625	False	0.625	False	1.0	K00643	1	K00228,K00231,K00643,K01599,K01698	9058,21521,2670,6360,18886	K00228 is present in multiple modules: M00868/M00121,K01698 is present in multiple modules: M00846/M00868/M00121/M00926,K00231 is present in multiple modules: M00868/M00121/M00926,K01599 is present in multiple modules: M00868/M00121/M00926
M00121	sticta_Ascomycota	sticta_Ascomycota	Heme biosynthesis, plants and bacteria, glutamate => heme	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K01885 K02492 K01845 K01698 K01749 (K01719,K13542,K13543) K01599 (K00228,K02495) (K00230,K00231,K08973) K01772"	0.4	False	0.4	False	NA	No enzymes unique to module	NA	K00228,K00231,K01599,K01698	9058,21521,6360,18886	K00228 is present in multiple modules: M00868/M00121,K01698 is present in multiple modules: M00846/M00868/M00121/M00926,K00231 is present in multiple modules: M00868/M00121/M00926,K01599 is present in multiple modules: M00868/M00121/M00926
M00926	sticta_Ascomycota	sticta_Ascomycota	Heme biosynthesis, bacteria, glutamyl-tRNA => coproporphyrin III => heme	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K02492 K01845 K01698 K01749 (K01719,K13542) K01599 K00231 K01772 K00435"	0.3333333333333333	False	0.3333333333333333	False	NA	No enzymes unique to module	NA	K00231,K01599,K01698	21521,6360,18886	K01698 is present in multiple modules: M00846/M00868/M00121/M00926,K00231 is present in multiple modules: M00868/M00121/M00926,K01599 is present in multiple modules: M00868/M00121/M00926
